iter	Logloss
393	0.3899232727
394	0.3897047401
395	0.389518423
396	0.3893446852
397	0.3890967628
398	0.3889263464
399	0.3886053729
400	0.3883428193
401	0.3881558381
402	0.3879547823
403	0.3877087455
404	0.3875351459
405	0.3870838148
406	0.3868455288
407	0.3864939397
408	0.3863534512
409	0.3860873083
410	0.3857856827
411	0.3856092615
412	0.3854251508
413	0.3852266176
414	0.3850478426
415	0.3849127559
416	0.3846914255
417	0.3844438396
418	0.3841405583
419	0.3840138139
420	0.3838349473
421	0.3836296593
422	0.3832779789
423	0.3831389894
424	0.382994794
425	0.3828959967
426	0.3826778106
427	0.3825727063
428	0.3821123751
429	0.3819624474
430	0.3818826238
431	0.3815791414
432	0.3810456531
433	0.3808794929
434	0.3806965242
435	0.380423882
436	0.3802419785
437	0.3798976058
438	0.3795968318
439	0.3795016536
440	0.3793837039
441	0.3792212544
442	0.3789771396
443	0.3788711816
444	0.3786710834
445	0.378508361
446	0.3783622546
447	0.3780785203
448	0.3779797605
449	0.3777706831
450	0.3775365709
451	0.3773853046
452	0.3771758511
453	0.3770287013
454	0.3767284964
455	0.3765894018
456	0.3762898238
457	0.3761691294
458	0.3758679772
459	0.3755891642
460	0.3754647226
461	0.3752567169
462	0.3751343663
463	0.3748690297
464	0.3746004809
465	0.3742876468
466	0.3740548321
467	0.373790441
468	0.3735680319
469	0.3734397051
470	0.3732426824
471	0.3728518409
472	0.3727105727
473	0.3723220382
474	0.3721519331
475	0.3719467055
476	0.3717279672
477	0.3716044544
478	0.3714807574
479	0.3713055901
480	0.3708147468
481	0.3706311717
482	0.3705623588
483	0.3702384965
484	0.3699997905
485	0.3698340096
486	0.3696306338
487	0.3695061388
488	0.3693529722
489	0.3692512349
490	0.3689355702
491	0.3688047436
492	0.3685790938
493	0.3683335189
494	0.3681793716
495	0.368003807
496	0.3678284277
497	0.3675967941
498	0.367418066
499	0.3672556445
500	0.3670493219
501	0.3668423936
502	0.3667020439
503	0.3664241427
504	0.3661983985
505	0.365913314
506	0.365623892
507	0.3652691766
508	0.3649530148
509	0.3647254482
510	0.3645564007
511	0.3643692772
512	0.364265636
513	0.364106091
514	0.3639131359
515	0.3636290509
516	0.3632790725
517	0.3630975403
518	0.3629378131
519	0.3626018168
520	0.362385762
521	0.3620523591
522	0.3617673099
523	0.3615137668
524	0.3614155456
525	0.3612489069
526	0.3610674089
527	0.360830785
528	0.3606828916
529	0.3604980047
530	0.3603381671
531	0.3600944535
532	0.3597724021
533	0.3595380991
534	0.3593379693
535	0.3591794308
536	0.3589640677
537	0.358768465
538	0.3585891557
539	0.3583838887
540	0.3581669937
541	0.3578457418
542	0.3575772632
543	0.3574927697
544	0.3574182961
545	0.3572635663
546	0.3571560479
547	0.3569707769
548	0.3568642361
549	0.3567064999
550	0.3564204284
551	0.3562823582
552	0.3561319857
553	0.3560213755
554	0.3557544633
555	0.3554355541
556	0.3551298177
557	0.3549791971
558	0.3548294632
559	0.3546176876
560	0.3544798275
561	0.3541875801
562	0.3540707869
563	0.3539439333
564	0.3537407869
565	0.3534706344
566	0.3533566736
567	0.3531378932
568	0.3529577127
569	0.352809541
570	0.3525241066
571	0.3524238208
572	0.35216909
573	0.3520237455
574	0.3519466786
575	0.3518396404
576	0.3516719272
577	0.3514760985
578	0.3513596813
579	0.3511325754
580	0.3509633941
581	0.3508412927
582	0.3506499087
583	0.3505218614
584	0.3503401922
585	0.3501574891
586	0.3500135585
587	0.3499101174
588	0.3497705472
589	0.3496414146
590	0.3494691094
591	0.3493238251
592	0.3491053656
593	0.3489226366
594	0.3487041885
595	0.3486028239
596	0.3484166304
597	0.3482791645
598	0.3480810454
599	0.347961072
600	0.3478118502
601	0.3476562749
602	0.3473918543
603	0.3472945394
604	0.3469581481
605	0.3467639979
606	0.3465211557
607	0.3462760799
608	0.3460580878
609	0.3458399796
610	0.3456781303
611	0.3455649384
612	0.34543329
613	0.3452626404
614	0.345050457
615	0.344888131
616	0.344621722
617	0.3442866524
618	0.3441040309
619	0.34378465
620	0.3436370002
621	0.3435174429
622	0.3432539317
623	0.3431569325
624	0.342826591
625	0.342729668
626	0.3425379501
627	0.3422293774
628	0.3420362155
629	0.3418474273
630	0.3417177209
631	0.3416322653
632	0.3415402646
633	0.3413454886
634	0.3412043618
635	0.3410487623
636	0.3408851279
637	0.3407366271
638	0.3405399689
639	0.3402523263
640	0.3401202257
641	0.3399390172
642	0.3397174716
643	0.3395363043
644	0.3393496921
645	0.3391748602
646	0.3389558739
647	0.3387342593
648	0.3385937116
649	0.3383317226
650	0.3380713116
651	0.3379254267
652	0.3377557971
653	0.3376338035
654	0.3374590891
655	0.3373708234
656	0.3372126507
657	0.336866624
658	0.3367018612
659	0.3364881163
660	0.3363713652
661	0.3360015118
662	0.3358540932
663	0.3356844737
664	0.3356068134
665	0.3355165316
666	0.335240463
667	0.3350664588
668	0.3348641801
669	0.334756085
670	0.3344971126
671	0.3342789226
672	0.3340705889
673	0.3339566718
674	0.3338330833
675	0.333611009
676	0.3335014318
677	0.3332668063
678	0.3331787344
679	0.3329813998
680	0.3328708591
681	0.3326782261
682	0.3325303767
683	0.3323837545
684	0.3322499869
685	0.3320648034
686	0.3318314112
687	0.3317591765
688	0.3316130801
689	0.3314630853
690	0.331069933
691	0.3308604128
692	0.3307860069
693	0.3306438484
694	0.3305445772
695	0.3304066932
696	0.3302181404
697	0.3301787621
698	0.3298237778
699	0.3296077659
700	0.3294668014
701	0.3291868293
702	0.3291181574
703	0.3290078328
704	0.3288922388
705	0.3286441198
706	0.3284729318
707	0.3283595485
708	0.3281319282
709	0.3280237058
710	0.3276976654
711	0.3274282892
712	0.3273304683
713	0.3271591903
714	0.3270333863
715	0.3269127133
716	0.3267833652
717	0.3265798262
718	0.3264583704
719	0.3262851099
720	0.3260382115
721	0.3258918758
722	0.3258042192
723	0.3257546009
724	0.325554774
725	0.3254235017
726	0.3251753142
727	0.3250532825
728	0.324929513
729	0.3247709648
730	0.32457898
731	0.3244509828
732	0.3242040954
733	0.3240555255
734	0.3239423169
735	0.3237925962
736	0.3236962165
737	0.323394052
738	0.3232293158
739	0.322928787
740	0.3227836857
741	0.3224329144
742	0.3220930513
743	0.3219505314
744	0.3216692275
745	0.3215556658
746	0.3214065306
747	0.3211976455
748	0.3210424642
749	0.3209390171
750	0.3207411477
751	0.3205256028
752	0.3203162456
753	0.3201380797
754	0.3199700181
755	0.3198130909
756	0.319605221
757	0.3194454408
758	0.319161432
759	0.3190322504
760	0.318831403
761	0.3186947248
762	0.3184488364
763	0.3183722157
764	0.3181444276
765	0.3180516053
766	0.318003063
767	0.3178949856
768	0.3178256528
769	0.3175688404
770	0.3173749147
771	0.3170707534
772	0.3169161138
773	0.3167567138
774	0.3166127046
775	0.3163942262
776	0.3162036857
777	0.3161241757
778	0.3157701007
779	0.3155499028
780	0.3153441168
781	0.3151259346
782	0.3149669047
783	0.3147429957
784	0.3145289309
785	0.3143447328
786	0.3141254153
787	0.3140257931
788	0.313851358
789	0.3137151688
790	0.3134759283
791	0.3133904929
792	0.3132122576
793	0.3129605122
794	0.3128274791
795	0.3125498412
796	0.3123940487
797	0.3123107951
798	0.3120668916
799	0.3118306782
800	0.311707353
801	0.3116183128
802	0.3112986738
803	0.3112192454
804	0.3110281134
805	0.3108733625
806	0.3106501725
807	0.3105582199
808	0.3104072603
809	0.3101616537
810	0.3099958428
811	0.3097391818
812	0.3096335614
813	0.3092798176
814	0.3089397075
815	0.3088285947
816	0.3087087155
817	0.3086112681
818	0.3085677991
819	0.3083868814
820	0.3083427073
821	0.3082662983
822	0.3081578951
823	0.3080517548
824	0.3080043196
825	0.3078637623
826	0.3078037362
827	0.3076951699
828	0.3074513662
829	0.3073201974
830	0.3072089029
831	0.3068609842
832	0.3065363222
833	0.3064598285
834	0.306340436
835	0.3061505929
836	0.3059514039
837	0.3058193522
838	0.3056653566
839	0.3056087857
840	0.3055142977
841	0.3054542672
842	0.3053273463
843	0.3052109194
844	0.305015504
845	0.3048891938
846	0.3047843876
847	0.3045877128
848	0.3043337031
849	0.3041321575
850	0.3039629828
851	0.3036483387
852	0.3035922003
853	0.3033347958
854	0.3030403262
855	0.3028711314
856	0.3025812754
857	0.3024494595
858	0.3024440811
859	0.3023017166
860	0.3021905421
861	0.3021451329
862	0.302067354
863	0.3019866681
864	0.3017448398
865	0.301532096
866	0.3014410539
867	0.3012707709
868	0.3010855347
869	0.3009587513
870	0.3007261487
871	0.3005739734
872	0.3003525947
873	0.3001936473
874	0.3000664357
875	0.3000610739
876	0.2998530939
877	0.2996972789
878	0.2995695641
879	0.2994157354
880	0.2993834635
881	0.2992170065
882	0.2991058208
883	0.2989630646
884	0.2987309921
885	0.2984967586
886	0.2982485781
887	0.2981440107
888	0.2979131902
889	0.297717434
890	0.2976609645
891	0.2975441603
892	0.2974637966
893	0.2972613564
894	0.2970701889
895	0.2969418854
896	0.2969224919
897	0.2967773816
898	0.2967419177
899	0.2964440304
900	0.2963444688
901	0.2962055661
902	0.2960155899
903	0.2959423275
904	0.29586728
905	0.295763848
906	0.2956116998
907	0.2953779722
908	0.2952180396
909	0.2950466258
910	0.294922215
911	0.29481717
912	0.2947288393
913	0.2945600698
914	0.2944498102
915	0.2943822727
916	0.2942060638
917	0.2940608897
918	0.293983237
919	0.2937948034
920	0.2935012236
921	0.2933587466
922	0.2932691204
923	0.2932184797
924	0.2930704366
925	0.2930559804
926	0.2930159724
927	0.2927927578
928	0.292584058
929	0.2924924822
930	0.2923308603
931	0.2921518347
932	0.2920894617
933	0.2920226693
934	0.2918406658
935	0.2916922269
936	0.2914801965
937	0.2914117715
938	0.291239176
939	0.2911569301
940	0.2910177721
941	0.2909152553
942	0.2908484675
943	0.2907204839
944	0.2906346298
945	0.2905656665
946	0.2903891655
947	0.2902332116
948	0.2900955451
949	0.2900375447
950	0.2898370475
951	0.2897660174
952	0.289525046
953	0.2894171707
954	0.2892444606
955	0.2890475087
956	0.2888268469
957	0.28874453
958	0.288560759
959	0.2882358198
960	0.2880673423
961	0.2879029341
962	0.287657936
963	0.287584498
964	0.2874360013
965	0.2874333445
966	0.2872270185
967	0.2871029811
968	0.2869480327
969	0.2868007535
970	0.2866217495
971	0.2865353275
972	0.2864074989
973	0.2863974751
974	0.2862255595
975	0.2861588489
976	0.2860523341
977	0.2860073441
978	0.2856725259
979	0.2856635768
980	0.2856162931
981	0.2853768864
982	0.2852481868
983	0.2850488421
984	0.2850397575
985	0.2849344931
986	0.2847603087
987	0.2845918076
988	0.284305223
989	0.2841072968
990	0.2839661129
991	0.2839042772
992	0.2838722034
993	0.28384553
994	0.2837865575
995	0.2837803103
996	0.2835945921
997	0.2834674815
998	0.2834209724
999	0.2833728825
1000	0.2833671331
1001	0.2832410172
1002	0.2831140686
1003	0.2830735915
1004	0.2830540224
1005	0.2830013168
1006	0.2828882361
1007	0.2827859154
1008	0.2826898121
1009	0.2826825274
1010	0.2824270602
1011	0.2821893437
1012	0.2819150217
1013	0.2819105139
1014	0.2816240545
1015	0.2815148614
1016	0.2813836723
1017	0.2812901449
1018	0.2811168758
1019	0.2809839991
1020	0.2808684064
1021	0.280861288
1022	0.2806785664
1023	0.2805978449
1024	0.2804801719
1025	0.2802912912
1026	0.2802757223
1027	0.2802648464
1028	0.2801549447
1029	0.2799759285
1030	0.2799715169
1031	0.2798404267
1032	0.2796203585
1033	0.2794870294
1034	0.2794831764
1035	0.2794775171
1036	0.2793602299
1037	0.2790720685
1038	0.2788729021
1039	0.2786929684
1040	0.2785645612
1041	0.2784018095
1042	0.2781855904
1043	0.2781127581
1044	0.2778399189
1045	0.2776353113
1046	0.2776155241
1047	0.2775020377
1048	0.2774130783
1049	0.2773153427
1050	0.2771786253
1051	0.2769912353
1052	0.2768240394
1053	0.2767098391
1054	0.2767051644
1055	0.2765026054
1056	0.2763928046
1057	0.2763084451
1058	0.2761025231
1059	0.2760372495
1060	0.2758152475
1061	0.2757351805
1062	0.2755075481
1063	0.2753807817
1064	0.2753759034
1065	0.2751384055
1066	0.2749899729
1067	0.2748330665
1068	0.2747189693
1069	0.2746727423
1070	0.2744272726
1071	0.2743238475
1072	0.2742279773
1073	0.2741517401
1074	0.2739785773
1075	0.2738522202
1076	0.2736506705
1077	0.2734718284
1078	0.2732503898
1079	0.2730661469
1080	0.2730619069
1081	0.2728773756
1082	0.2727479512
1083	0.2727432966
1084	0.2726079218
1085	0.2725706434
1086	0.2725617445
1087	0.2723456025
1088	0.2723370283
1089	0.27223254
1090	0.2722292228
1091	0.2722092464
1092	0.2722044707
1093	0.2719713616
1094	0.2717893586
1095	0.2717849959
1096	0.2715011416
1097	0.2713917848
1098	0.2713865168
1099	0.2712349707
1100	0.2710637569
1101	0.2710592963
1102	0.2709476247
1103	0.2709382593
1104	0.2709314795
1105	0.2708220183
1106	0.2706340316
1107	0.2704442449
1108	0.2702987664
1109	0.2702843042
1110	0.2701289389
1111	0.2701226491
1112	0.269982239
1113	0.2699765102
1114	0.2697960548
1115	0.2696365162
1116	0.2696312985
1117	0.2695528397
1118	0.2693548645
1119	0.2692073439
1120	0.2690248543
1121	0.2689214934
1122	0.2687568051
1123	0.2685401369
1124	0.2683820389
1125	0.2683787271
1126	0.2681942021
1127	0.2679777116
1128	0.2676809114
1129	0.2676050869
1130	0.2676012848
1131	0.267596653
1132	0.2674158554
1133	0.2672733804
1134	0.2672690911
1135	0.2669929515
1136	0.2668242889
1137	0.2666035401
1138	0.2663485319
1139	0.2663034049
1140	0.2660630215
1141	0.2660137834
1142	0.2658359404
1143	0.2656265374
1144	0.265622175
1145	0.2655318852
1146	0.2654046528
1147	0.2651871107
1148	0.2649881677
1149	0.2648699368
1150	0.2646940033
1151	0.2645774187
1152	0.2644356855
1153	0.2642911798
1154	0.2641775886
1155	0.2640413212
1156	0.2639040871
1157	0.2637432631
1158	0.2636656846
1159	0.2636107214
1160	0.2634516887
1161	0.2632225161
1162	0.2630085002
1163	0.2628740544
1164	0.2627141632
1165	0.2626054931
1166	0.2624340864
1167	0.262427014
1168	0.2621886413
1169	0.2620326718
1170	0.2618443037
1171	0.2616386516
1172	0.2613682922
1173	0.2611962278
1174	0.260924303
1175	0.2609201834
1176	0.2608389895
1177	0.2608237027
1178	0.2605889005
1179	0.2603589339
1180	0.2603518795
1181	0.2602135696
1182	0.2600636383
1183	0.2598919023
1184	0.2597272085
1185	0.2596003936
1186	0.2594399205
1187	0.2594253456
1188	0.2593079741
1189	0.2592561677
1190	0.2590504864
1191	0.25877432
1192	0.2586196063
1193	0.2585048912
1194	0.258339321
1195	0.2582232337
1196	0.2579999302
1197	0.2579284889
1198	0.257670032
1199	0.2576059692
1200	0.2575239295
1201	0.2575179827
1202	0.2573412431
1203	0.2572347398
1204	0.2572305276
1205	0.2570754721
1206	0.2569156812
1207	0.2566766106
1208	0.2565023204
1209	0.2563918925
1210	0.2563873834
1211	0.2563836782
1212	0.256247818
1213	0.256244724
1214	0.2561632755
1215	0.2559336609
1216	0.2558081419
1217	0.2556749193
1218	0.2554737047
1219	0.255242583
1220	0.2550682555
1221	0.2550016886
1222	0.2549932511
1223	0.2547827235
1224	0.2545349535
1225	0.2543695787
1226	0.2542237557
1227	0.2542197618
1228	0.2539351929
1229	0.2539314404
1230	0.2536832894
1231	0.2536797373
1232	0.253572266
1233	0.253568707
1234	0.2533647181
1235	0.2531975107
1236	0.2530639802
1237	0.2528724424
1238	0.2526430535
1239	0.2525576234
1240	0.2524212964
1241	0.252273522
1242	0.2522090581
1243	0.2520665438
1244	0.2520635246
1245	0.2518861442
1246	0.2518820736
1247	0.2517849976
1248	0.2516389494
1249	0.2514978815
1250	0.2514292454
1251	0.2512442056
1252	0.2512391381
1253	0.2510801842
1254	0.2509772723
1255	0.250966326
1256	0.2507088189
1257	0.2504854546
1258	0.2503530212
1259	0.2503480756
1260	0.2501562949
1261	0.2499921727
1262	0.2499883696
1263	0.2497889242
1264	0.2496814018
1265	0.2495469694
1266	0.2494178762
1267	0.2491969156
1268	0.2491016258
1269	0.2490290106
1270	0.2488537234
1271	0.2488499218
1272	0.2486913426
1273	0.2486883711
1274	0.2485558766
1275	0.2485464128
1276	0.2485428292
1277	0.248318728
1278	0.248314803
1279	0.2481648671
1280	0.2478958919
1281	0.2478409055
1282	0.24767397
1283	0.2475206245
1284	0.2473443014
1285	0.2472010554
1286	0.2471823693
1287	0.2471791528
1288	0.2470362613
1289	0.2468641917
1290	0.2467800118
1291	0.2465898376
1292	0.246431571
1293	0.2462280191
1294	0.2461368925
1295	0.2459870341
1296	0.2458272916
1297	0.2457686305
1298	0.245581632
1299	0.2454708152
1300	0.2452210628
1301	0.245162101
1302	0.2449876779
1303	0.2449829275
1304	0.2449714068
1305	0.2449404543
1306	0.2447212321
1307	0.2447185527
1308	0.2444403565
1309	0.2443466776
1310	0.2442584716
1311	0.2440821281
1312	0.2439059884
1313	0.2439029413
1314	0.2437317451
1315	0.2437267238
1316	0.2437177475
1317	0.2436928871
1318	0.2435441337
1319	0.2434370012
1320	0.2432561053
1321	0.2430976812
1322	0.2429682535
1323	0.2428272506
1324	0.2427159461
1325	0.2425468846
1326	0.2424049626
1327	0.2423328769
1328	0.2422391797
1329	0.2420170275
1330	0.2418768988
1331	0.2416732117
1332	0.2414842393
1333	0.2413785216
1334	0.241241706
1335	0.2411242714
1336	0.2409147866
1337	0.2409121074
1338	0.2407017544
1339	0.24069088
1340	0.2406061421
1341	0.2405469431
1342	0.2403690429
1343	0.2402846341
1344	0.2401008464
1345	0.2400960712
1346	0.2400920786
1347	0.2400875955
1348	0.2399370802
1349	0.2397743959
1350	0.2396795959
1351	0.2395800711
1352	0.239450575
1353	0.2392750709
1354	0.2391189923
1355	0.2389763092
1356	0.2388885338
1357	0.2387474036
1358	0.2387445798
1359	0.238741949
1360	0.2385992376
1361	0.2383778343
1362	0.2383750325
1363	0.2381583462
1364	0.2381546899
1365	0.2380473731
1366	0.2378760778
1367	0.23767473
1368	0.2375687035
1369	0.2373796971
1370	0.2372166738
1371	0.2369805756
1372	0.2368973299
1373	0.236762936
1374	0.2367170563
1375	0.2365670444
1376	0.2364875293
1377	0.2363797895
1378	0.2362457947
1379	0.2360693877
1380	0.2359413838
1381	0.2358256689
1382	0.2357631752
1383	0.2355568163
1384	0.2354431608
1385	0.2353511014
1386	0.2353480795
1387	0.2352163385
1388	0.2351093866
1389	0.2349296075
1390	0.2349235376
1391	0.2348220276
1392	0.2347539399
1393	0.2344824745
1394	0.2344791595
1395	0.2344770653
1396	0.2343689653
1397	0.2342251322
1398	0.2340511159
1399	0.2340479961
1400	0.2338858167
1401	0.233714826
1402	0.2335388344
1403	0.2335312489
1404	0.2332836154
1405	0.2332813745
1406	0.2331662387
1407	0.2330332121
1408	0.233030213
1409	0.2328512976
1410	0.2328481773
1411	0.2328399395
1412	0.2327181495
1413	0.2327097139
1414	0.23259134
1415	0.232587198
1416	0.2325840284
1417	0.2325818351
1418	0.2324950769
1419	0.2323927759
1420	0.2322092353
1421	0.2320244363
1422	0.2318088028
1423	0.2317198493
1424	0.2315269877
1425	0.2313818693
1426	0.2311569826
1427	0.231088773
1428	0.230961651
1429	0.2307651877
1430	0.2306280602
1431	0.2304114866
1432	0.2302557487
1433	0.2301155769
1434	0.2299721853
1435	0.2299427948
1436	0.2297977024
1437	0.2295803055
1438	0.2294471799
1439	0.2292824522
1440	0.2290898494
1441	0.2289986233
1442	0.2288546897
1443	0.2286738397
1444	0.2285658219
1445	0.2283742843
1446	0.2281331614
1447	0.2280039308
1448	0.2279127419
1449	0.2278093007
1450	0.2276856846
1451	0.2274709929
1452	0.2272434972
1453	0.2271568442
1454	0.2269290638
1455	0.2267536961
1456	0.2267099799
1457	0.2265470055
1458	0.226414526
1459	0.2262880848
1460	0.2261183687
1461	0.2259277457
1462	0.2258262611
1463	0.2256843269
1464	0.2255355525
1465	0.2254524318
1466	0.2252810777
1467	0.2251780779
1468	0.2249830275
1469	0.2249810056
1470	0.2247519563
1471	0.2246766567
1472	0.2246225145
1473	0.2244212976
1474	0.2242416631
1475	0.2240840725
1476	0.223818731
1477	0.2238168808
1478	0.2237868208
1479	0.2236067403
1480	0.2234288893
1481	0.2233644911
1482	0.2231104928
1483	0.2230100155
1484	0.2228874742
1485	0.2227969874
1486	0.2226315759
1487	0.222629359
1488	0.2225022521
1489	0.2222940423
1490	0.2221551456
1491	0.2220307137
1492	0.2218751168
1493	0.2217792108
1494	0.2215278024
1495	0.2214752239
1496	0.2213476618
1497	0.2212174674
1498	0.2210551734
1499	0.2209199724
1500	0.2207348863
1501	0.2206377952
1502	0.2205406045
1503	0.2203829316
1504	0.2201864667
1505	0.2200245797
1506	0.2199971136
1507	0.2199129308
1508	0.2198119514
1509	0.2198097581
1510	0.2197235156
