iter	Logloss
1511	0.2196397756
1512	0.219410093
1513	0.2194078262
1514	0.2192927655
1515	0.2191057566
1516	0.2189040554
1517	0.2187939246
1518	0.2186564434
1519	0.2185333349
1520	0.2185307017
1521	0.2185172213
1522	0.2184243666
1523	0.2182671026
1524	0.2180975975
1525	0.2180091551
1526	0.2179408229
1527	0.2177950626
1528	0.2176884446
1529	0.2176319287
1530	0.2173533094
1531	0.2170870175
1532	0.2170076067
1533	0.2168165899
1534	0.216593908
1535	0.216591472
1536	0.2164719423
1537	0.2163948224
1538	0.216249007
1539	0.216100399
1540	0.2159738887
1541	0.2157872018
1542	0.2156743424
1543	0.2155255172
1544	0.2153444001
1545	0.2151883656
1546	0.2150495
1547	0.2150472585
1548	0.2150158266
1549	0.2148279775
1550	0.2147598714
1551	0.214670319
1552	0.214417056
1553	0.2142628206
1554	0.2142601657
1555	0.2140045796
1556	0.2139551772
1557	0.2139514773
1558	0.2137988932
1559	0.2136230911
1560	0.2135430122
1561	0.2134429709
1562	0.2134406328
1563	0.2133484818
1564	0.2132222559
1565	0.2131595857
1566	0.2130108906
1567	0.2128772438
1568	0.2126933721
1569	0.2125347072
1570	0.2124580863
1571	0.2124504894
1572	0.2124059406
1573	0.2122954471
1574	0.2120728214
1575	0.2119053108
1576	0.2117858565
1577	0.2116658805
1578	0.2114716635
1579	0.2113518187
1580	0.2113495758
1581	0.2111706796
1582	0.2110695047
1583	0.2110127487
1584	0.2108800737
1585	0.210705339
1586	0.2104997191
1587	0.2103444535
1588	0.2102412661
1589	0.2101587851
1590	0.2100201078
1591	0.209889514
1592	0.2098192576
1593	0.2098172352
1594	0.2098140653
1595	0.2096735624
1596	0.2095380502
1597	0.209381665
1598	0.2092612043
1599	0.2091547635
1600	0.2091528437
1601	0.2089742902
1602	0.2088934192
1603	0.2088775108
1604	0.2088741966
1605	0.2087866399
1606	0.2086235692
1607	0.2085261175
1608	0.2085241721
1609	0.2084134869
1610	0.2083521223
1611	0.2082191836
1612	0.2081059172
1613	0.2080874962
1614	0.2079116447
1615	0.2078330706
1616	0.2078309476
1617	0.2077035155
1618	0.2076059738
1619	0.2074803974
1620	0.2073793684
1621	0.2072865147
1622	0.207136197
1623	0.2069899396
1624	0.2068382478
1625	0.2067124472
1626	0.2065845604
1627	0.2064557261
1628	0.2064065267
1629	0.2062713395
1630	0.2060870394
1631	0.2059416014
1632	0.2059397238
1633	0.2058509639
1634	0.2057355407
1635	0.2056525395
1636	0.2055355841
1637	0.2054493298
1638	0.2053405356
1639	0.2052453292
1640	0.2051389707
1641	0.2050005837
1642	0.2048956847
1643	0.2048829317
1644	0.2046885147
1645	0.2045777658
1646	0.2045758264
1647	0.2043487526
1648	0.2041824373
1649	0.2041576087
1650	0.2040289575
1651	0.2039329529
1652	0.2039306728
1653	0.2037356217
1654	0.2036760781
1655	0.2035336971
1656	0.2033492622
1657	0.2031996291
1658	0.2031972013
1659	0.2030015878
1660	0.2029560262
1661	0.2028558931
1662	0.2027272531
1663	0.2026393931
1664	0.2025750701
1665	0.2025370932
1666	0.2023961198
1667	0.2023290197
1668	0.2021958516
1669	0.2020919591
1670	0.2020300491
1671	0.2018635471
1672	0.2016880897
1673	0.2016019205
1674	0.2014079152
1675	0.2012801931
1676	0.2011606297
1677	0.2010740215
1678	0.2009985933
1679	0.2009969658
1680	0.2008949081
1681	0.2008082748
1682	0.2007136331
1683	0.2006166423
1684	0.2004857493
1685	0.2003838696
1686	0.2002603769
1687	0.2001680612
1688	0.2001661653
1689	0.1999671797
1690	0.1999071807
1691	0.1998366626
1692	0.1996278197
1693	0.1994914474
1694	0.1993997994
1695	0.1992973744
1696	0.1992956089
1697	0.1991476341
1698	0.1989918265
1699	0.1988207579
1700	0.1988159531
1701	0.1987075408
1702	0.198642959
1703	0.1986400916
1704	0.1985253059
1705	0.1984405732
1706	0.1983553234
1707	0.1982544911
1708	0.1981268561
1709	0.1979726302
1710	0.197856236
1711	0.1977339477
1712	0.1976085573
1713	0.1975593699
1714	0.1974638964
1715	0.1972512932
1716	0.1971470302
1717	0.1969931387
1718	0.196882202
1719	0.1967279581
1720	0.1965636101
1721	0.196462916
1722	0.1964229279
1723	0.1963416294
1724	0.1963382194
1725	0.1962061939
1726	0.1961083166
1727	0.1961066265
1728	0.1959677991
1729	0.1957578469
1730	0.1955846821
1731	0.1954773261
1732	0.1953216274
1733	0.195166137
1734	0.1950616444
1735	0.19493379
1736	0.1947279858
