iter	Passed	Remaining
405	5847	66164
406	5856	66094
407	5868	66052
408	5879	65996
409	5889	65928
410	5902	65906
411	5911	65834
412	5922	65773
413	5933	65722
414	5942	65656
415	5952	65590
416	5964	65549
417	5973	65474
418	5984	65425
419	5994	65371
420	6004	65309
421	6016	65266
422	6029	65237
423	6037	65161
424	6048	65111
425	6059	65062
426	6068	64994
427	6080	64956
428	6090	64897
429	6099	64829
430	6112	64802
431	6121	64732
432	6131	64669
433	6141	64617
434	6150	64544
435	6163	64516
436	6173	64463
437	6182	64397
438	6194	64361
439	6205	64314
440	6214	64240
441	6227	64215
442	6237	64159
443	6246	64098
444	6260	64082
445	6275	64078
446	6284	64016
447	6295	63968
448	6308	63942
449	6318	63883
450	6327	63819
451	6339	63792
452	6348	63723
453	6358	63672
454	6369	63624
455	6378	63556
456	6389	63513
457	6399	63467
458	6408	63398
459	6420	63367
460	6429	63301
461	6439	63256
462	6452	63224
463	6463	63183
464	6474	63148
465	6487	63121
466	6498	63076
467	6507	63019
468	6522	63017
469	6536	63004
470	6551	62995
471	6565	62983
472	6577	62952
473	6591	62938
474	6604	62920
475	6620	62925
476	6636	62924
477	6653	62945
478	6667	62934
479	6679	62895
480	6691	62870
481	6706	62860
482	6720	62851
483	6735	62849
484	6750	62838
485	6766	62844
486	6780	62832
487	6790	62782
488	6801	62747
489	6816	62740
490	6832	62745
491	6850	62770
492	6864	62757
493	6876	62722
494	6887	62682
495	6900	62660
496	6910	62611
497	6925	62610
498	6941	62613
499	6955	62600
500	6969	62583
501	6979	62539
502	6990	62500
503	7001	62460
504	7010	62397
505	7022	62366
506	7032	62320
507	7041	62261
508	7054	62246
509	7064	62192
510	7074	62145
511	7087	62122
512	7096	62072
513	7106	62020
514	7118	61991
515	7126	61931
516	7138	61895
517	7149	61857
518	7158	61803
519	7170	61775
520	7181	61740
521	7190	61682
522	7201	61650
523	7213	61615
524	7221	61554
525	7235	61541
526	7244	61491
527	7255	61454
528	7269	61436
529	7280	61399
530	7289	61353
531	7301	61323
532	7313	61291
533	7321	61231
534	7333	61202
535	7343	61159
536	7355	61132
537	7365	61088
538	7374	61033
539	7384	60992
540	7397	60974
541	7408	60935
542	7419	60897
543	7428	60845
544	7438	60805
545	7451	60785
546	7463	60758
547	7473	60714
548	7485	60691
549	7499	60680
550	7509	60637
551	7519	60592
552	7532	60571
553	7541	60524
554	7552	60487
555	7565	60466
556	7574	60422
557	7585	60387
558	7596	60353
559	7608	60322
560	7617	60275
561	7629	60252
562	7639	60207
563	7651	60178
564	7663	60157
565	7674	60119
566	7684	60076
567	7699	60076
568	7712	60063
569	7725	60039
570	7734	59996
571	7749	59993
572	7763	59977
573	7776	59966
574	7789	59941
575	7799	59904
576	7809	59865
577	7822	59848
578	7834	59820
579	7848	59813
580	7861	59795
581	7875	59784
582	7891	59790
583	7904	59768
584	7914	59730
585	7926	59704
586	7940	59693
587	7952	59670
588	7962	59630
589	7974	59607
590	7984	59565
591	7993	59522
592	8007	59506
593	8015	59456
594	8025	59419
595	8037	59391
596	8046	59344
597	8054	59292
598	8063	59242
599	8073	59205
600	8083	59168
601	8093	59129
602	8104	59095
603	8113	59052
604	8122	59007
605	8132	58965
606	8141	58923
607	8153	58901
608	8162	58854
609	8172	58817
610	8186	58807
611	8195	58760
612	8205	58725
613	8218	58709
614	8227	58665
615	8239	58641
616	8252	58623
617	8261	58576
618	8270	58537
619	8282	58513
620	8290	58463
621	8302	58439
622	8312	58400
623	8320	58350
624	8332	58328
625	8342	58289
626	8351	58250
627	8362	58220
628	8371	58171
629	8382	58145
630	8391	58104
631	8402	58071
632	8414	58050
633	8423	58010
634	8436	57990
635	8449	57975
636	8461	57958
637	8472	57927
638	8483	57895
639	8497	57888
640	8507	57850
641	8516	57813
642	8529	57797
643	8540	57767
644	8550	57733
645	8563	57719
646	8573	57684
647	8583	57645
648	8593	57612
649	8609	57615
650	8625	57621
651	8637	57597
652	8653	57603
653	8662	57565
654	8675	57551
655	8686	57519
656	8694	57475
657	8707	57456
658	8717	57426
659	8728	57395
660	8741	57379
661	8756	57381
662	8768	57361
663	8781	57341
664	8792	57318
665	8806	57310
666	8825	57334
667	8844	57356
668	8858	57348
669	8871	57335
670	8891	57364
671	8907	57368
672	8926	57390
673	8942	57397
674	8958	57403
675	8973	57399
676	8992	57424
677	9010	57438
678	9025	57438
679	9039	57427
680	9055	57431
681	9072	57444
682	9088	57446
683	9104	57451
684	9122	57468
685	9135	57447
686	9150	57446
687	9165	57447
688	9180	57439
689	9197	57453
690	9215	57465
691	9226	57440
692	9237	57413
693	9252	57408
694	9268	57411
695	9285	57420
696	9302	57428
697	9319	57436
698	9345	57503
699	9367	57544
700	9386	57567
701	9402	57564
702	9418	57568
703	9437	57588
704	9456	57608
705	9472	57612
706	9493	57643
707	9520	57717
708	9545	57771
709	9566	57800
710	9580	57790
711	9596	57792
712	9618	57830
713	9641	57876
714	9666	57930
715	9692	57993
716	9715	58033
717	9733	58048
718	9760	58115
719	9778	58127
720	9796	58137
721	9811	58137
722	9827	58133
723	9849	58170
724	9869	58196
725	9893	58241
726	9911	58255
727	9934	58295
728	9950	58294
729	9965	58291
730	9980	58287
731	9997	58292
732	10015	58303
733	10038	58340
734	10057	58363
735	10080	58400
736	10102	58436
737	10141	58569
738	10205	58842
739	10230	58892
740	10256	58953
741	10283	59013
742	10299	59012
743	10318	59024
744	10333	59016
745	10344	58991
746	10366	59022
747	10386	59042
748	10406	59061
749	10423	59065
750	10439	59061
751	10455	59063
752	10471	59061
753	10486	59053
754	10502	59047
755	10516	59035
756	10533	59040
757	10549	59040
758	10567	59046
759	10580	59027
760	10595	59022
761	10605	58985
762	10625	59006
763	10643	59014
764	10656	58994
765	10670	58978
766	10688	58989
767	10706	58998
768	10725	59012
769	10739	58999
770	10757	59005
771	10774	59009
772	10790	59006
773	10802	58981
774	10813	58953
775	10829	58950
776	10844	58939
777	10858	58928
778	10870	58904
779	10886	58900
780	10900	58884
781	10912	58862
782	10928	58858
783	10944	58853
784	10961	58854
785	10977	58853
786	10991	58838
787	11004	58818
788	11014	58784
789	11031	58785
790	11046	58781
791	11063	58780
792	11077	58770
793	11094	58767
794	11110	58766
795	11127	58771
796	11141	58755
797	11156	58745
798	11173	58746
799	11187	58736
800	11199	58708
801	11211	58684
802	11223	58662
803	11237	58649
804	11254	58649
805	11271	58650
806	11283	58628
807	11297	58614
808	11309	58590
809	11324	58581
810	11340	58578
811	11358	58582
812	11369	58553
813	11382	58534
814	11395	58517
815	11408	58494
816	11424	58494
817	11437	58472
818	11450	58454
819	11466	58452
820	11481	58442
821	11494	58421
822	11509	58414
823	11520	58386
824	11533	58365
825	11546	58345
826	11560	58333
827	11574	58322
828	11587	58298
829	11600	58282
830	11614	58267
831	11636	58294
832	11650	58281
833	11665	58273
834	11680	58262
835	11695	58252
836	11707	58232
837	11723	58224
838	11743	58241
839	11764	58260
840	11792	58318
841	11837	58455
842	11873	58550
843	11891	58553
844	11927	58651
845	11951	58682
846	11967	58679
847	11982	58667
848	12004	58694
849	12034	58755
850	12085	58923
851	12106	58942
852	12125	58948
853	12144	58958
854	12164	58970
855	12180	58967
856	12195	58958
857	12209	58941
858	12232	58969
859	12250	58974
860	12267	58974
861	12286	58980
862	12304	58985
863	12321	58982
864	12342	59003
865	12360	59003
866	12374	58989
867	12393	58995
868	12406	58979
869	12422	58968
870	12438	58966
871	12460	58988
872	12473	58968
873	12489	58961
874	12501	58934
875	12517	58928
876	12533	58924
877	12549	58915
878	12568	58923
879	12581	58905
880	12597	58897
881	12616	58906
882	12634	58908
883	12647	58890
884	12663	58883
885	12682	58889
886	12699	58888
887	12714	58875
888	12731	58873
889	12749	58876
890	12773	58906
891	12792	58913
892	12812	58924
893	12846	59004
894	12864	59004
895	12881	59000
896	12900	59006
897	12918	59011
898	12937	59016
899	12952	59004
900	12964	58981
901	12979	58968
902	12994	58957
903	13012	58958
904	13031	58963
905	13045	58951
906	13063	58953
907	13083	58960
908	13100	58960
909	13114	58944
910	13130	58937
911	13148	58939
912	13166	58937
913	13188	58960
914	13211	58982
915	13231	58993
916	13247	58985
917	13264	58980
918	13283	58988
919	13299	58978
920	13311	58955
921	13326	58943
922	13344	58944
923	13361	58942
924	13377	58932
925	13392	58919
926	13408	58914
927	13428	58925
928	13441	58903
929	13454	58881
930	13470	58872
931	13484	58856
932	13501	58851
933	13519	58853
934	13535	58846
935	13550	58836
936	13565	58823
937	13583	58822
938	13601	58822
939	13615	58808
940	13635	58814
941	13649	58798
942	13662	58780
943	13680	58778
944	13697	58774
945	13711	58758
946	13736	58787
947	13748	58765
948	13763	58750
949	13781	58751
950	13796	58740
951	13809	58719
952	13827	58718
953	13841	58704
954	13856	58692
955	13869	58669
956	13883	58651
957	13899	58646
958	13912	58622
959	13933	58636
960	13949	58626
961	13966	58624
962	13979	58602
963	13991	58579
964	14005	58562
965	14008	58500
966	14021	58477
967	14035	58461
968	14053	58463
969	14070	58457
970	14087	58453
971	14098	58424
972	14109	58396
973	14125	58387
974	14138	58368
975	14153	58353
976	14167	58337
977	14180	58318
978	14192	58293
979	14202	58260
980	14217	58246
981	14230	58226
982	14248	58226
983	14263	58212
984	14275	58189
985	14286	58161
986	14302	58152
987	14316	58136
988	14334	58133
989	14350	58125
990	14365	58114
991	14380	58100
992	14390	58071
993	14401	58038
994	14412	58012
995	14422	57978
996	14431	57943
997	14441	57912
998	14451	57880
999	14464	57856
1000	14475	57828
1001	14486	57801
1002	14498	57776
1003	14512	57759
1004	14525	57741
1005	14538	57720
1006	14551	57698
1007	14564	57678
1008	14578	57664
1009	14594	57653
1010	14609	57641
1011	14627	57644
1012	14643	57635
1013	14659	57625
1014	14669	57595
1015	14686	57590
1016	14698	57564
1017	14713	57551
1018	14729	57545
1019	14743	57530
1020	14756	57507
1021	14773	57505
1022	14784	57475
1023	14795	57447
1024	14810	57437
1025	14825	57423
1026	14840	57409
1027	14854	57393
1028	14862	57356
1029	14877	57341
1030	14892	57330
1031	14908	57321
1032	14921	57303
1033	14935	57284
1034	14940	57235
1035	14954	57221
1036	14969	57205
1037	14979	57176
1038	14993	57158
1039	15005	57135
1040	15020	57124
1041	15036	57113
1042	15050	57099
1043	15061	57073
1044	15071	57041
1045	15086	57026
1046	15100	57011
1047	15113	56993
1048	15124	56965
1049	15137	56945
1050	15151	56928
1051	15161	56898
1052	15171	56867
1053	15185	56853
1054	15200	56840
1055	15218	56838
1056	15234	56831
1057	15249	56817
1058	15262	56798
1059	15273	56770
1060	15285	56748
1061	15301	56738
1062	15317	56730
1063	15332	56720
1064	15347	56706
1065	15361	56688
1066	15370	56656
1067	15381	56630
1068	15396	56616
1069	15407	56591
1070	15417	56558
1071	15430	56541
1072	15446	56533
1073	15463	56526
1074	15478	56514
1075	15496	56512
1076	15510	56498
1077	15523	56477
1078	15533	56449
1079	15544	56420
1080	15557	56401
1081	15566	56368
1082	15576	56335
1083	15585	56301
1084	15594	56270
1085	15603	56236
1086	15613	56205
1087	15627	56188
1088	15638	56163
1089	15648	56134
1090	15659	56105
1091	15670	56079
1092	15681	56054
1093	15693	56030
1094	15705	56009
1095	15717	55987
1096	15731	55971
1097	15744	55950
1098	15762	55951
1099	15778	55943
1100	15797	55944
1101	15811	55929
1102	15828	55923
1103	15843	55911
1104	15859	55903
1105	15875	55895
1106	15891	55887
1107	15907	55877
1108	15930	55893
1109	15951	55901
1110	15967	55894
1111	15988	55902
1112	16006	55899
1113	16024	55900
1114	16039	55886
1115	16052	55867
1116	16070	55865
1117	16085	55854
1118	16100	55842
1119	16117	55834
1120	16130	55815
1121	16143	55798
1122	16157	55779
1123	16170	55763
1124	16186	55754
1125	16203	55749
1126	16220	55741
1127	16236	55732
1128	16253	55727
1129	16268	55717
1130	16284	55706
1131	16300	55698
1132	16317	55692
1133	16332	55681
1134	16347	55668
1135	16358	55642
1136	16375	55635
1137	16389	55622
1138	16401	55598
1139	16415	55583
1140	16432	55575
1141	16447	55565
1142	16465	55561
1143	16481	55551
1144	16496	55541
1145	16513	55535
1146	16533	55538
1147	16554	55545
1148	16566	55523
1149	16580	55507
1150	16599	55508
1151	16616	55502
1152	16634	55500
1153	16647	55483
1154	16665	55480
1155	16685	55484
1156	16698	55464
1157	16715	55459
1158	16730	55444
1159	16746	55435
1160	16764	55433
1161	16780	55423
1162	16796	55415
1163	16810	55399
1164	16827	55394
1165	16845	55392
1166	16859	55375
1167	16878	55375
1168	16891	55356
1169	16907	55345
1170	16920	55326
1171	16929	55295
1172	16942	55277
1173	16956	55259
1174	16969	55241
1175	16982	55223
1176	16992	55191
1177	17005	55174
1178	17020	55161
1179	17029	55128
1180	17042	55111
1181	17055	55091
1182	17071	55083
1183	17085	55067
1184	17095	55038
1185	17106	55012
1186	17120	54995
1187	17133	54976
1188	17146	54958
1189	17157	54932
1190	17171	54917
1191	17187	54907
1192	17202	54895
1193	17218	54885
1194	17234	54875
1195	17247	54856
1196	17258	54832
1197	17270	54810
1198	17284	54792
1199	17298	54779
1200	17309	54754
1201	17322	54735
1202	17334	54712
1203	17348	54697
1204	17361	54676
1205	17370	54646
1206	17382	54625
1207	17398	54614
1208	17411	54597
1209	17422	54570
1210	17434	54548
1211	17448	54532
1212	17460	54513
1213	17469	54479
1214	17479	54451
1215	17491	54430
1216	17507	54420
1217	17529	54429
1218	17544	54419
1219	17559	54404
1220	17571	54383
1221	17583	54363
1222	17594	54336
1223	17611	54332
1224	17627	54320
1225	17643	54311
1226	17661	54307
1227	17677	54298
1228	17693	54288
1229	17707	54274
1230	17719	54251
1231	17731	54229
1232	17749	54227
1233	17761	54206
1234	17776	54193
1235	17790	54176
1236	17800	54150
1237	17810	54123
1238	17824	54106
1239	17840	54097
1240	17854	54080
1241	17862	54047
1242	17875	54028
1243	17889	54013
1244	17898	53984
1245	17912	53966
1246	17923	53942
1247	17940	53936
1248	17955	53922
1249	17972	53918
1250	17988	53907
1251	18003	53896
1252	18019	53886
1253	18033	53871
1254	18046	53850
1255	18060	53835
1256	18074	53819
1257	18086	53799
1258	18102	53790
1259	18114	53769
1260	18124	53741
1261	18135	53717
1262	18150	53703
1263	18164	53690
1264	18178	53674
1265	18187	53644
1266	18200	53625
1267	18215	53612
1268	18229	53595
1269	18245	53588
1270	18263	53582
1271	18275	53560
1272	18286	53537
1273	18301	53524
1274	18314	53506
1275	18324	53480
1276	18335	53456
1277	18347	53435
1278	18360	53417
1279	18373	53397
1280	18384	53374
1281	18396	53352
1282	18411	53341
1283	18425	53326
1284	18436	53299
1285	18450	53285
1286	18463	53267
1287	18476	53249
1288	18488	53226
1289	18500	53206
1290	18513	53189
1291	18525	53166
1292	18535	53142
1293	18545	53114
1294	18560	53101
1295	18574	53087
1296	18585	53061
1297	18599	53047
1298	18612	53028
1299	18622	53003
1300	18635	52984
1301	18646	52961
1302	18658	52939
1303	18670	52917
1304	18682	52898
1305	18693	52873
1306	18706	52854
1307	18718	52835
1308	18728	52808
1309	18740	52787
1310	18752	52767
1311	18764	52747
1312	18775	52722
1313	18789	52708
1314	18801	52688
1315	18811	52661
1316	18822	52637
1317	18835	52620
1318	18852	52612
1319	18867	52600
1320	18881	52586
1321	18893	52565
1322	18907	52548
1323	18920	52532
1324	18936	52522
1325	18951	52510
1326	18969	52505
1327	18983	52490
1328	18999	52479
1329	19015	52471
1330	19027	52449
1331	19038	52428
1332	19052	52413
1333	19067	52398
1334	19083	52391
1335	19098	52378
1336	19114	52369
1337	19127	52350
1338	19144	52343
1339	19159	52330
1340	19170	52307
1341	19182	52287
1342	19198	52276
1343	19210	52256
1344	19221	52232
1345	19231	52207
1346	19246	52195
1347	19261	52182
1348	19272	52159
1349	19283	52137
1350	19297	52121
1351	19312	52108
1352	19327	52097
1353	19338	52073
1354	19349	52051
1355	19362	52034
1356	19377	52022
1357	19393	52010
1358	19403	51984
1359	19414	51962
1360	19428	51946
1361	19441	51930
1362	19454	51912
1363	19466	51890
1364	19480	51877
1365	19496	51866
1366	19511	51853
1367	19526	51842
1368	19542	51832
1369	19556	51818
1370	19570	51801
1371	19579	51774
1372	19592	51756
1373	19608	51746
1374	19623	51735
1375	19637	51719
1376	19647	51694
1377	19660	51676
1378	19674	51662
1379	19690	51652
1380	19708	51647
1381	19725	51639
1382	19740	51626
1383	19756	51619
1384	19772	51607
1385	19789	51601
1386	19804	51589
1387	19820	51580
1388	19836	51568
1389	19850	51554
1390	19866	51544
1391	19876	51520
1392	19888	51499
1393	19903	51487
1394	19917	51472
1395	19933	51461
1396	19947	51447
1397	19957	51422
1398	19971	51405
1399	19984	51387
1400	19997	51370
1401	20010	51353
1402	20024	51338
1403	20035	51317
1404	20050	51303
1405	20065	51291
1406	20081	51281
1407	20096	51269
1408	20114	51263
1409	20129	51251
1410	20141	51230
1411	20154	51215
1412	20166	51193
1413	20181	51182
1414	20200	51178
1415	20215	51165
1416	20232	51159
1417	20254	51163
1418	20269	51152
1419	20286	51145
1420	20302	51134
1421	20313	51111
1422	20329	51102
1423	20344	51090
1424	20360	51078
1425	20376	51070
1426	20391	51057
1427	20405	51041
1428	20416	51020
1429	20426	50995
1430	20440	50980
1431	20456	50970
1432	20468	50948
1433	20480	50930
1434	20491	50908
1435	20507	50898
1436	20523	50886
1437	20534	50866
1438	20544	50840
1439	20556	50821
1440	20569	50803
1441	20580	50779
1442	20592	50760
1443	20606	50744
1444	20619	50728
1445	20631	50708
1446	20644	50689
1447	20657	50673
1448	20671	50659
1449	20684	50642
1450	20694	50617
1451	20707	50600
1452	20721	50583
1453	20738	50577
1454	20752	50562
1455	20770	50557
1456	20785	50544
1457	20799	50529
1458	20810	50508
1459	20827	50499
1460	20837	50475
1461	20852	50463
1462	20867	50448
1463	20884	50441
1464	20895	50420
1465	20905	50395
1466	20918	50378
1467	20934	50368
1468	20947	50351
1469	20962	50339
1470	20974	50318
1471	20985	50296
1472	20999	50280
1473	21013	50267
1474	21030	50258
1475	21046	50248
1476	21058	50229
1477	21074	50218
1478	21091	50212
1479	21110	50208
1480	21126	50198
1481	21140	50182
1482	21162	50186
1483	21182	50187
1484	21198	50176
1485	21216	50170
1486	21233	50163
1487	21253	50162
1488	21268	50150
1489	21281	50132
1490	21296	50120
1491	21308	50100
1492	21324	50090
1493	21340	50080
1494	21355	50067
1495	21371	50057
1496	21383	50037
1497	21393	50013
1498	21405	49992
1499	21415	49969
1500	21425	49944
1501	21445	49944
1502	21468	49950
1503	21489	49951
1504	21505	49940
1505	21521	49930
1506	21535	49916
1507	21551	49906
1508	21566	49892
1509	21581	49879
1510	21594	49863
1511	21605	49842
1512	21620	49827
1513	21636	49818
1514	21653	49809
1515	21668	49796
1516	21681	49781
1517	21696	49766
1518	21705	49741
1519	21717	49722
1520	21730	49704
1521	21743	49688
1522	21754	49664
1523	21770	49654
1524	21784	49640
1525	21798	49626
1526	21814	49614
1527	21828	49598
1528	21843	49586
1529	21854	49566
1530	21867	49547
1531	21879	49529
1532	21897	49522
1533	21912	49510
1534	21924	49491
1535	21937	49474
1536	21948	49451
1537	21962	49438
1538	21976	49423
1539	21987	49400
1540	21998	49379
1541	22013	49367
1542	22027	49352
1543	22041	49336
1544	22055	49322
1545	22066	49299
1546	22080	49285
1547	22095	49271
1548	22110	49260
1549	22127	49252
1550	22142	49239
1551	22154	49220
1552	22168	49203
1553	22179	49182
1554	22192	49165
1555	22206	49150
1556	22222	49141
1557	22236	49125
1558	22249	49108
1559	22263	49093
1560	22277	49078
1561	22291	49063
1562	22310	49059
1563	22325	49048
1564	22341	49037
1565	22356	49025
1566	22375	49021
1567	22390	49007
1568	22405	48994
1569	22420	48982
1570	22438	48976
1571	22455	48967
1572	22469	48952
1573	22478	48926
1574	22489	48906
1575	22503	48889
1576	22513	48867
1577	22524	48845
1578	22538	48831
1579	22553	48817
1580	22567	48803
1581	22577	48778
1582	22589	48759
1583	22602	48744
1584	22616	48729
1585	22626	48705
1586	22640	48689
1587	22653	48673
1588	22667	48658
1589	22680	48642
1590	22691	48620
1591	22703	48602
1592	22717	48587
1593	22734	48577
1594	22748	48563
1595	22759	48542
1596	22771	48522
1597	22783	48504
1598	22799	48493
1599	22812	48475
1600	22823	48455
1601	22834	48434
1602	22848	48418
1603	22862	48403
1604	22877	48391
1605	22886	48367
1606	22899	48350
1607	22914	48338
1608	22929	48324
1609	22940	48303
1610	22954	48288
1611	22966	48268
1612	22979	48252
1613	22996	48243
1614	23013	48235
1615	23028	48223
1616	23043	48210
1617	23062	48205
1618	23078	48195
1619	23095	48187
1620	23113	48179
1621	23130	48171
1622	23147	48162
1623	23162	48151
1624	23181	48145
1625	23198	48136
1626	23213	48125
1627	23228	48111
1628	23246	48104
1629	23260	48091
1630	23275	48077
1631	23289	48063
1632	23300	48042
1633	23311	48020
1634	23325	48005
1635	23339	47992
1636	23354	47978
1637	23369	47964
1638	23382	47949
1639	23399	47940
1640	23419	47938
1641	23440	47936
1642	23459	47932
1643	23476	47924
1644	23498	47924
1645	23514	47914
1646	23531	47906
1647	23549	47899
1648	23566	47891
1649	23581	47876
1650	23598	47869
1651	23608	47846
1652	23621	47829
1653	23637	47818
1654	23652	47804
1655	23669	47796
1656	23686	47787
1657	23701	47774
1658	23717	47763
1659	23732	47751
1660	23748	47740
1661	23761	47723
1662	23776	47710
1663	23790	47695
1664	23803	47677
1665	23819	47667
1666	23836	47657
1667	23849	47641
